	Unnamed: 0	id	utterances	utterances_ntclean	sender	addressee	Comfun1	dial_type	Comfun2	interjection	subobjvrb	aux_keywords	Dim1	Dim2	Comfun3	dialog_policy	dialog_CA
188	188	DID2	right	right	p1	p2	Agreement	taskDrivenHh		right	 		Ta		Agreement	Progressive	SPPbase
189	189	DID2	straight down	straight down	p2	p1	Selfcorrection	taskDrivenHh			 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
190	190	DID2	and then you is	and then you is 	p2	p1	Checkquestion	taskDrivenHh		and s	you s		Ta		Checkquestion	Binding	FPPbase
191	191	DID2	til you are not	til you are not	p1	p2	Inform	taskDrivenHh			you are		Ta		Inform	Progressive	FPPinsert
192	192	DID2	til you are at the top of the bakery	til you are at the top of the bakery	p1	p2	Inform	taskDrivenHh		top bakery	you top bakery are		Ta		Inform	Progressive	FPPinsert
193	193	DID2	ah right	ah right	p2	p1	Autopositive	taskDrivenHh		ah right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
194	194	DID2	right	right	p1	p2	Allopositive	taskDrivenHh		right	 		Allo Feedback		Allopositive	CoOccur	SPPinsert
195	195	DID2	sorry	sorry	p2	p1	Apology	taskDrivenHh		sorry	 		Social Obligation Management		Apology	Progressive	FPPinsert
196	196	DID2	right	right	p2	p1	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
197	197	DID2	okay	okay	p2	p1	Acceptrequest	taskDrivenHh		okay	 		Ta		Acceptrequest	Binding	SPPbase
198	198	DID2	and loop round a bit until you are underneath it	and loop round a bit until you are underneath it	p1	p2	Instruct	taskDrivenHh		and loop a bit	loop bit you are		Ta		Instruct	Binding	FPPbase
199	199	DID2	right	right	p1	p2	Autopositive	taskDrivenHh	turnKeep	right	 		Auto Feedback	 Turn Management	Autopositive	CoOccur	SPPinsert
200	200	DID2	and then west	and then west	p1	p2	Instruct	taskDrivenHh		and west	west 		Ta		Instruct	Binding	FPPbase
201	201	DID2	right	right	p2	p1	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
202	202	DID2	okay right got that	okay right got that	p2	p1	Acceptrequest	taskDrivenHh		okay right	right that got		Ta		Acceptrequest	Binding	SPPbase
203	203	DID2	right	right	p1	p2	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
204	204	DID2	and then down south	and then down south	p1	p2	Instruct	taskDrivenHh		and	 		Ta		Instruct	Binding	FPPbase
205	205	DID2	okay	okay	p2	p1	Acceptrequest	taskDrivenHh		okay	 		Ta		Acceptrequest	Binding	SPPbase
206	206	DID2	and there is a crane bay	and there is a crane bay	p1	p2	Inform	taskDrivenHh		and a crane bay	crane bay is		Ta		Inform	Progressive	FPPinsert
207	207	DID2	yeah	yeah	p2	p1	Agreement	taskDrivenHh		yeah	 		Ta		Agreement	Progressive	SPPbase
208	208	DID2	That is it	That is it	p2	p1	Checkquestion	taskDrivenHh			That is		Ta		Checkquestion	Binding	FPPbase
209	209	DID2	right	right	p1	p2	Confirm	taskDrivenHh		right	 		Ta		Confirm	Progressive	SPPbase
210	210	DID2	uh huh	uh huh	p2	p1	Autopositive	taskDrivenHh		uh huh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
211	211	DID2	and its got a	and its got a	p1	p2	Inform	taskDrivenHh		and a	its a got		Ta		Inform	Progressive	FPPinsert
212	212	DID2	can you curve	can you curve	p1	p2	Propositionalquestion	taskDrivenHh			you can curve	can you curve	Ta		Propositionalquestion	Binding	FPPbase
213	213	DID2	follow the curve of crane bay	follow the curve of crane bay	p1	p2	Instruct	taskDrivenHh		curve crane bay	curve crane bay curve follow		Ta		Instruct	Binding	FPPbase
214	214	DID2	yeah	yeah	p2	p1	Answer	taskDrivenHh		yeah	 		Ta		Answer	Progressive	SPPbase
215	215	DID2	right	right	p2	p1	Acceptrequest	taskDrivenHh		right	 		Ta		Acceptrequest	Binding	SPPbase
216	216	DID2	so you are going west	so you are going west	p1	p2	Checkquestion	taskDrivenHh			you are going	are going west	Ta		Checkquestion	Binding	FPPbase
217	217	DID2	uh huh	uh huh	p2	p1	Acceptrequest	taskDrivenHh		uh huh	 		Ta		Acceptrequest	Binding	SPPbase
218	218	DID2	yep	yep	p2	p1	Confirm	taskDrivenHh		yep	 		Ta		Confirm	Progressive	SPPbase
219	219	DID2	right	right	p1	p2	Autopositive	taskDrivenHh	alloPositive 	right	 		Auto Feedback	 Allo Feedback	Autopositive	CoOccur	SPPinsert
220	220	DID2	and then you are going southwest	and then you are going southwest	p1	p2	Instruct	taskDrivenHh		and	you are going	are going southwest	Ta		Instruct	Binding	FPPbase
221	221	DID2	um	um	p1	p2	Turnkeep	taskDrivenHh	stalling	um	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
222	222	DID2	mmhmm	mmhmm	p2	p1	Acceptrequest	taskDrivenHh		mmhmm	mmhmm 		Ta		Acceptrequest	Binding	SPPbase
223	223	DID2	between the wheat fields and the warehouse	between the wheat fields and the warehouse	p1	p2	Inform	taskDrivenHh		wheat fields and warehouse	wheat fields warehouse 		Ta		Inform	Progressive	FPPinsert
224	224	DID2	between the two of them	between the two of them	p1	p2	Inform	taskDrivenHh			 		Ta		Inform	Progressive	FPPinsert
225	225	DID2	right	right	p2	p1	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
226	226	DID2	okay	okay	p2	p1	Acceptrequest	taskDrivenHh		okay	 		Ta		Acceptrequest	Binding	SPPbase
227	227	DID2	right	right	p1	p2	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
228	228	DID2	You are going	You are going	p1	p2	Instruct	taskDrivenHh			You are going		Ta		Instruct	Binding	FPPbase
229	229	DID2	yep	yep	p2	p1	Autopositive	taskDrivenHh	turnAssign	yep	 		Auto Feedback	 Turn Management	Autopositive	CoOccur	SPPinsert
230	230	DID2	and then like go west	and then like go west	p1	p2	Instruct	taskDrivenHh		and like	 go		Ta		Instruct	Binding	FPPbase
231	231	DID2	right	right	p2	p1	Acceptrequest	taskDrivenHh		right	 		Ta		Acceptrequest	Binding	SPPbase
232	232	DID2	so you are between them	so you are between them	p1	p2	Checkquestion	taskDrivenHh			you are		Ta		Checkquestion	Binding	FPPbase
233	233	DID2	between them	between them	p1	p2	Selfcorrection	taskDrivenHh			 		Other Communication Management		Selfcorrection	Progressive	FPPinsert
234	234	DID2	between them	between them	p2	p1	Confirm	taskDrivenHh	alloPositive 		 		Ta	 Allo Feedback	Confirm	Progressive	SPPbase
235	235	DID2	um	um	p1	p2	Turnkeep	taskDrivenHh	stalling	um	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
236	236	DID2	right	right	p2	p1	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
237	237	DID2	mmhmm	mmhmm	p1	p2	Autopositive	taskDrivenHh	alloPositive 	mmhmm	mmhmm 		Auto Feedback	 Allo Feedback	Autopositive	CoOccur	SPPinsert
238	238	DID2	okay	okay	p2	p1	Acceptrequest	taskDrivenHh		okay	 		Ta		Acceptrequest	Binding	SPPbase
239	239	DID2	and then southwest towards the edge of the map	and then southwest towards the edge of the map	p1	p2	Instruct	taskDrivenHh		and edge map	edge map 		Ta		Instruct	Binding	FPPbase
240	240	DID2	right	right	p2	p1	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
241	241	DID2	okay	okay	p2	p1	Acceptrequest	taskDrivenHh		okay	 		Ta		Acceptrequest	Binding	SPPbase
242	242	DID2	right	right	p1	p2	Autopositive	taskDrivenHh	alloPositive 	right	 		Auto Feedback	 Allo Feedback	Autopositive	CoOccur	SPPinsert
243	243	DID2	and then south	and then south	p1	p2	Instruct	taskDrivenHh		and	 		Ta		Instruct	Binding	FPPbase
244	244	DID2	mm	mm	p2	p1	Autopositive	taskDrivenHh		mm	mm 		Auto Feedback		Autopositive	CoOccur	SPPinsert
245	245	DID2	right	right	p2	p1	Acceptrequest	taskDrivenHh		right	 		Ta		Acceptrequest	Binding	SPPbase
246	246	DID2	and then you are going east	and then you are going east	p1	p2	Instruct	taskDrivenHh		and	you are going	are going east	Ta		Instruct	Binding	FPPbase
247	247	DID2	um	um	p1	p2	Turnkeep	taskDrivenHh	stalling	um	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
248	248	DID2	you come to the lighthouse	you come to the lighthouse	p1	p2	Instruct	taskDrivenHh		lighthouse	you lighthouse come		Ta		Instruct	Binding	FPPbase
249	249	DID2	so right down past the caves	so right down past the caves	p2	p1	Checkquestion	taskDrivenHh		caves	caves 		Ta		Checkquestion	Binding	FPPbase
250	250	DID2	until you	until you	p1	p2	Instruct	taskDrivenHh			 		Ta		Instruct	Binding	FPPbase
251	251	DID2	then go east until you get to the lighthouse	then go east until you get to the lighthouse	p1	p2	Instruct	taskDrivenHh		lighthouse	you lighthouse go get		Ta		Instruct	Binding	FPPbase
252	252	DID2	right	right	p2	p1	Autopositive	taskDrivenHh		right	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
253	253	DID2	okay	okay	p2	p1	Acceptrequest	taskDrivenHh		okay	 		Ta		Acceptrequest	Binding	SPPbase
254	254	DID2	right	right	p1	p2	Autopositive	taskDrivenHh	alloPositive 	right	 		Auto Feedback	 Allo Feedback	Autopositive	CoOccur	SPPinsert
255	255	DID2	That is the end	That is the end	p1	p2	Inform	taskDrivenHh		end	That end is		Dialogue Structuring		Inform	Progressive	FPPinsert
256	256	DID2	above or below	above or below	p2	p1	Choicequestion	taskDrivenHh		or	 		Ta		Choicequestion	Binding	FPPbase
257	257	DID2	laugh	laugh	p2	p1	Autopositive	taskDrivenHh			 laugh		Auto Feedback		Autopositive	CoOccur	SPPinsert
258	258	DID2	at the side	at the side	p1	p2	Answer	taskDrivenHh		side	side 		Ta		Answer	Progressive	SPPbase
259	259	DID2	laugh	laugh	p1	p2	Autopositive	taskDrivenHh			 laugh		Auto Feedback		Autopositive	CoOccur	SPPinsert
260	260	DID3	okay	okay	p1	p2	Opening	taskDrivenHh		okay	 		Dialogue Structuring		Opening	Binding	FPPpre
261	261	DID3	now you are starting above the diamond mine	now you are starting above the diamond mine	p1	p2	Instruct	taskDrivenHh		diamond mine	you diamond mine are starting	are starting above	Ta		Instruct	Binding	FPPbase
262	262	DID3	ehm	ehm	p1	p2	Turnkeep	taskDrivenHh	stalling	ehm	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
263	263	DID3	mmhmm	mmhmm	p2	p1	Autopositive	taskDrivenHh		mmhmm	mmhmm 		Auto Feedback		Autopositive	CoOccur	SPPinsert
264	264	DID3	and the desert is below to your left	and the desert is below to your left	p1	p2	Inform	taskDrivenHh		and desert left	desert left is		Ta		Inform	Progressive	FPPinsert
265	265	DID3	er	er	p1	p2	Turnkeep	taskDrivenHh	stalling	er	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
266	266	DID3	uh huh	uh huh	p2	p1	Autopositive	taskDrivenHh		uh huh	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
267	267	DID3	right	right	p1	p2	Interactionstructuring	taskDrivenHh		right	 		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
268	268	DID3	now go south from the diamond mine	now go south from the diamond mine	p1	p2	Instruct	taskDrivenHh		diamond mine	diamond mine go		Ta		Instruct	Binding	FPPbase
269	269	DID3	go go	go go	p1	p2	Stalling	taskDrivenHh			 go go		Time Management		Stalling	CoOccur	FPPinsert
270	270	DID3	until you are	until you are	p1	p2	Stalling	taskDrivenHh			you are		Time Management		Stalling	CoOccur	FPPinsert
271	271	DID3	go until you are still above the desert	go until you are still above the desert	p1	p2	Instruct	taskDrivenHh		desert	you desert go are		Ta		Instruct	Binding	FPPbase
272	272	DID3	okay	okay	p1	p2	Feedbackelicitation	taskDrivenHh		okay	 		Allo Feedback		Feedbackelicitation	CoOccur	SPPinsert
273	273	DID3	okay	okay	p2	p1	Autopositive	taskDrivenHh		okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
274	274	DID3	now if you tell me what is to your right	now if you tell me what is to your right	p1	p2	Request	taskDrivenHh		what s right	you what right me tell s		Ta		Request	Binding	FPPbase
275	275	DID3	What is to your right	What is to your right	p1	p2	Setquestion	taskDrivenHh		What right	What right is		Ta		Setquestion	Binding	FPPbase
276	276	DID3	ehm	ehm	p2	p1	Turntake	taskDrivenHh	stalling	ehm	 		Turn Management	 Time Management	Turntake	CoOccur	FPPinsert
277	277	DID3	the canoes	the canoes	p2	p1	Answer	taskDrivenHh		canoes	canoes 		Ta		Answer	Progressive	SPPbase
278	278	DID3	canoes	canoes	p1	p2	Autopositive	taskDrivenHh		canoes	canoes 		Auto Feedback		Autopositive	CoOccur	SPPinsert
279	279	DID3	a fast running creek	a fast running creek	p2	p1	Answer	taskDrivenHh		a running creek	running creek 		Ta		Answer	Progressive	SPPbase
280	280	DID3	a fast running creek	a fast running creek	p1	p2	Autopositive	taskDrivenHh		a running creek	running creek 		Auto Feedback		Autopositive	CoOccur	SPPinsert
281	281	DID3	um	um	p1	p2	Turnkeep	taskDrivenHh	stalling	um	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
282	282	DID3	and do you have a graveyard	and do you have a graveyard	p1	p2	Propositionalquestion	taskDrivenHh		and a graveyard	you graveyard graveyard do have	do you have	Ta		Propositionalquestion	Binding	FPPbase
283	283	DID3	no	no	p2	p1	Answer	taskDrivenHh		no	 		Ta		Answer	Progressive	SPPbase
284	284	DID3	do you have a carved wooden pole in this area	do you have a carved wooden pole in this area	p1	p2	Propositionalquestion	taskDrivenHh		a pole area	you pole area pole do have carved	do you have	Ta		Propositionalquestion	Binding	FPPbase
285	285	DID3	right away down the very bottom	right away down the very bottom	p2	p1	Answer	taskDrivenHh		bottom	bottom 		Ta		Answer	Progressive	SPPbase
286	286	DID3	right okay	right okay	p1	p2	Autopositive	taskDrivenHh		right okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
287	287	DID3	now go right from the diamond mine	now go right from the diamond mine	p1	p2	Instruct	taskDrivenHh		diamond mine	diamond mine go		Ta		Instruct	Binding	FPPbase
288	288	DID3	go go	go go	p1	p2	Stalling	taskDrivenHh			 go go		Time Management		Stalling	CoOccur	FPPinsert
289	289	DID3	okay	okay	p2	p1	Autopositive	taskDrivenHh		okay	 		Auto Feedback		Autopositive	CoOccur	SPPinsert
290	290	DID3	okay	okay	p1	p2	Interactionstructuring	taskDrivenHh		okay	 		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
291	291	DID3	and ehm	and ehm	p1	p2	Stalling	taskDrivenHh	turnKeep	and	 		Time Management	 Turn Management	Stalling	CoOccur	FPPinsert
292	292	DID3	and now you have got to pass	and now you have got to pass	p1	p2	Instruct	taskDrivenHh		and	you have got pass		Ta		Instruct	Binding	FPPbase
293	293	DID3	There is actually a graveyard to the right of the diamond mine	There is actually a graveyard to the right of the diamond mine	p1	p2	Inform	taskDrivenHh		a graveyard right diamond mine	graveyard right diamond mine is		Ta		Inform	Progressive	FPPinsert
294	294	DID3	on my map	on my map	p1	p2	Inform	taskDrivenHh		map	map 		Ta		Inform	Progressive	FPPinsert
295	295	DID3	below it	below it	p2	p1	Propositionalquestion	taskDrivenHh			 		Ta		Propositionalquestion	Binding	FPPbase
296	296	DID3	no	no	p1	p2	Answer	taskDrivenHh		no	 		Ta		Answer	Progressive	SPPbase
297	297	DID3	on the same level as the diamond mine	on the same level as the diamond mine	p1	p2	Inform	taskDrivenHh		level diamond mine	level diamond mine 		Ta		Inform	Progressive	FPPinsert
298	298	DID3	mm	mm	p2	p1	Autopositive	taskDrivenHh		mm	mm 		Auto Feedback		Autopositive	CoOccur	SPPinsert
299	299	DID3	and so you are gon na pass by the graveyard as well	and so you are gon na pass by the graveyard as well	p1	p2	Instruct	taskDrivenHh		and graveyard	you graveyard are gon pass	are gon na na pass by	Ta		Instruct	Binding	FPPbase
300	300	DID3	You are pa you are gon na pass	You are pa you are gon na pass	p1	p2	Selfcorrection	taskDrivenHh		 pass	You you pass are are gon	are gon na	Other Communication Management		Selfcorrection	Progressive	FPPinsert
301	301	DID3	mm	mm	p2	p1	Autopositive	taskDrivenHh		mm	mm 		Auto Feedback		Autopositive	CoOccur	SPPinsert
302	302	DID3	and then you are going to go up and over the top of the fa	and then you are going to go up and over the top of the fa  	p1	p2	Instruct	taskDrivenHh		and and top 	you top are going go	are going to to go up	Ta		Instruct	Binding	FPPbase
303	303	DID3	uh	uh	p1	p2	Turnkeep	taskDrivenHh	stalling	uh	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
304	304	DID3	what i have got is a fast flowing river	what i have got is a fast flowing river	p1	p2	Inform	taskDrivenHh		what i a river	what i river what have got is flowing	have got is	Ta		Inform	Progressive	FPPinsert
305	305	DID3	mmhmm	mmhmm	p2	p1	Autopositive	taskDrivenHh		mmhmm	mmhmm 		Auto Feedback		Autopositive	CoOccur	SPPinsert
306	306	DID3	you have a fast running creek	you have a fast running creek	p1	p2	Checkquestion	taskDrivenHh		a running creek	you running creek creek have		Ta		Checkquestion	Binding	FPPbase
307	307	DID3	fast running creek	fast running creek	p2	p1	Confirm	taskDrivenHh		creek	creek running		Ta		Confirm	Progressive	SPPbase
308	308	DID3	where is that on a level with the diamond mine or is it slightly below	where is that on a level with the diamond mine or is it slightly below	p1	p2	Choicequestion	taskDrivenHh		a level diamond mine or	that level diamond mine it is is		Ta		Choicequestion	Binding	FPPbase
309	309	DID3	its just slightly above	its just slightly above	p2	p1	Answer	taskDrivenHh			 		Ta		Answer	Progressive	SPPbase
310	310	DID3	slightly above	slightly above	p1	p2	Autopositive	taskDrivenHh			 		Auto Feedback		Autopositive	CoOccur	SPPinsert
311	311	DID3	right	right	p1	p2	Interactionstructuring	taskDrivenHh		right	 		Dialogue Structuring		Interactionstructuring	Binding	FPPbase
312	312	DID3	well i have got a fast flowing river here	well i have got a fast flowing river here	p1	p2	Inform	taskDrivenHh		well i a river	i river river have got flowing	have got a	Ta		Inform	Progressive	FPPinsert
313	313	DID3	so what you would best to do is go along past the bottom	so what you would best to do is go along past the bottom	p1	p2	Suggest	taskDrivenHh		so what bottom	what you bottom what would do is go	would best to to do is	Ta		Suggest	Binding	FPPbase
314	314	DID3	okay sorry	okay sorry	p1	p2	Apology	taskDrivenHh	retraction	okay sorry	 		Social Obligation Management	 Other Communication Management	Apology	Progressive	FPPinsert
315	315	DID3	go along to your right and veer slightly upwards	go along to your right and veer slightly upwards	p1	p2	Instruct	taskDrivenHh		right and	right go veer		Ta		Instruct	Binding	FPPbase
316	316	DID3	as you reach the creek	as you reach the creek	p1	p2	Instruct	taskDrivenHh		creek	you creek creek reach		Ta		Instruct	Binding	FPPbase
317	317	DID3	mmhmm	mmhmm	p2	p1	Autopositive	taskDrivenHh		mmhmm	mmhmm 		Auto Feedback		Autopositive	CoOccur	SPPinsert
318	318	DID3	and then go over and round the creek to your right	and then go over and round the creek to your right	p1	p2	Instruct	taskDrivenHh		and and creek right	creek right creek go round		Ta		Instruct	Binding	FPPbase
319	319	DID3	and then ehm	and then ehm	p1	p2	Turnkeep	taskDrivenHh	stalling	and ehm	 		Turn Management	 Time Management	Turnkeep	CoOccur	FPPinsert
